index,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,day,month,year,sales
677553,4,5,1268,1,1,0,1,18,7,2014,9787.49
639042,478,2,635,1,0,0,0,12,5,2015,5418.685
629766,332,7,0,0,0,0,0,6,10,2013,0.0
177349,292,7,0,0,0,0,0,20,10,2013,0.0
459947,834,3,566,1,0,0,0,22,4,2015,4628.849666666667
557282,307,5,442,1,1,0,0,31,5,2013,4051.15
352503,824,5,877,1,1,0,0,23,5,2014,7958.898833333333
628788,249,3,507,1,0,0,0,30,10,2013,4635.556666666667
300124,159,1,998,1,1,0,0,15,6,2015,12674.11
301614,339,4,681,1,0,0,0,25,6,2015,4865.541428571429
171424,782,1,626,1,1,0,0,24,11,2014,7631.93
392653,79,3,612,1,1,0,0,4,3,2015,6446.33
554801,569,6,319,1,0,0,0,26,4,2014,2396.9336666666663
576473,376,2,1072,1,1,0,1,8,10,2013,10349.62
171289,514,6,455,1,0,0,0,13,4,2013,4036.0031666666664
342884,581,1,636,1,0,0,0,9,3,2015,4678.22
167996,511,7,0,0,0,0,0,31,5,2015,0.0
260468,386,6,533,1,0,0,0,10,1,2015,6327.919333333333
688026,561,7,0,0,0,0,0,4,5,2014,0.0
46640,825,4,0,0,1,1,1,19,6,2014,0.0
154128,64,4,681,1,0,0,1,22,8,2013,7881.37
41241,506,5,854,1,0,0,0,27,2,2015,6910.75
312150,1089,3,1166,1,1,0,0,29,5,2013,12162.735
288872,80,6,648,1,0,0,0,26,7,2014,7997.2325
514205,512,3,1359,1,1,0,0,5,2,2014,5569.94
301595,709,5,1266,1,0,0,0,13,12,2013,8914.955833333333
461588,1022,4,767,1,1,0,0,24,1,2013,6823.43
622163,869,5,719,1,0,0,0,14,3,2014,4347.614285714286
418808,62,3,759,1,1,0,0,24,4,2013,7135.83
89743,280,5,466,1,0,0,0,17,1,2014,5137.9225
324816,48,1,405,1,0,0,0,23,3,2015,3546.1338095238093
3910,956,2,668,1,1,0,0,8,1,2013,5691.35
327446,1065,4,483,1,0,0,0,13,3,2014,4050.155
268276,210,2,328,1,1,0,1,28,7,2015,3323.48
320173,950,7,0,0,0,0,0,18,5,2014,0.0
126152,1107,4,0,0,0,1,0,14,5,2015,0.0
605750,796,4,641,1,0,0,0,26,3,2015,6097.36
376673,199,2,452,1,0,0,0,29,10,2013,5012.564666666667
157170,185,6,479,1,0,0,0,19,1,2013,5648.602
400534,927,6,662,1,0,0,0,13,9,2014,4651.770833333334
375414,727,3,395,1,0,0,0,29,1,2014,3508.695
51680,378,7,0,0,0,0,0,9,2,2014,0.0
644657,434,3,637,1,1,0,0,19,6,2013,8125.6
592468,473,5,536,1,0,0,1,27,12,2013,4984.056666666667
648305,928,1,871,1,1,0,0,23,9,2013,11044.376666666665
316333,201,6,434,1,0,0,0,27,12,2014,4674.758
542166,643,5,1145,1,0,0,0,27,2,2015,9411.79
636180,222,5,595,1,1,0,0,16,8,2013,5412.901333333333
211465,283,6,662,1,0,0,0,20,4,2013,7035.390833333334
78567,821,2,998,1,1,0,0,19,11,2013,8382.896666666667
536453,791,1,971,1,0,0,1,30,12,2013,8590.81
139595,555,6,556,1,0,0,0,4,1,2014,5131.87
314773,874,4,579,1,1,0,0,21,5,2015,5406.293333333334
709306,420,2,393,1,1,0,0,13,1,2015,4707.591666666667
447529,211,2,1412,1,0,0,0,12,3,2013,11248.248333333335
669833,860,3,502,1,0,0,0,16,10,2013,3545.35
616028,928,4,526,1,0,0,0,13,3,2014,5553.26
474144,991,3,428,1,0,0,0,27,11,2013,4191.97
501309,267,1,1389,1,1,0,0,12,8,2013,13554.631666666664
233052,571,7,0,0,0,0,0,5,4,2015,0.0
273349,561,5,716,1,0,0,0,19,4,2013,6302.986666666667
344763,796,7,0,0,0,0,0,31,3,2013,0.0
389602,843,7,0,0,0,0,0,15,2,2015,0.0
131298,145,3,1295,1,0,0,1,3,4,2013,7095.82
591396,375,6,296,1,0,0,0,23,3,2013,3372.833333333334
570728,530,3,383,1,0,0,0,27,2,2013,2630.68
518827,479,5,1559,1,1,0,0,8,11,2013,13361.38
427805,997,5,614,1,1,0,0,20,12,2013,6736.39
201341,362,3,1407,1,1,0,0,3,12,2014,12059.84
637359,1042,6,383,1,0,0,0,17,1,2015,2738.6845000000003
281867,826,1,984,1,1,0,1,30,3,2015,11742.696666666667
23579,552,4,594,1,0,0,1,8,8,2013,5669.7825
369572,581,2,797,1,1,0,0,2,7,2013,8503.305
146666,155,7,0,0,0,0,0,22,2,2015,0.0
497973,156,1,887,1,1,0,0,22,4,2013,10828.241666666665
695243,704,2,1188,1,1,0,0,17,2,2015,11478.29
44203,971,6,0,0,0,0,0,9,5,2015,0.0
379097,767,1,759,1,1,0,0,27,5,2013,8560.03
680680,485,6,435,1,0,0,0,13,7,2013,4627.695
24753,801,5,432,1,0,0,0,13,12,2013,4247.315
340997,557,4,490,1,0,0,1,24,4,2014,3535.718333333334
459920,697,7,0,0,0,0,0,19,10,2014,0.0
159678,1039,6,1322,1,0,0,0,31,1,2015,10460.22
487882,421,2,777,1,0,0,1,9,7,2013,6812.73
4870,561,7,0,0,0,0,0,19,1,2014,0.0
307879,206,7,0,0,0,0,0,8,6,2014,0.0
146856,253,2,630,1,0,0,1,10,6,2014,4664.899
237005,179,1,1182,1,1,0,0,29,9,2014,11844.05
556563,1009,2,482,1,1,0,0,5,5,2015,5650.562976190477
30556,191,5,892,1,1,0,0,26,4,2013,10676.638428571428
699562,1071,3,799,1,1,0,0,1,7,2015,6619.57
112460,251,1,2338,1,0,0,0,14,10,2013,17025.0
542651,651,6,750,1,0,0,0,25,7,2015,6679.425
88963,61,3,564,1,1,0,1,20,8,2014,4723.88
138658,245,4,1270,1,1,0,1,2,4,2015,11527.49
538067,40,4,663,1,1,0,1,2,4,2015,4988.05
330430,143,7,0,0,0,0,0,27,10,2013,0.0
300251,770,5,453,1,0,0,0,12,6,2015,3975.54
600021,486,4,642,1,0,0,0,28,2,2013,6175.816999999999
28280,795,2,334,1,0,0,1,6,8,2013,3024.0966666666664
240192,563,4,520,1,1,0,0,8,1,2015,5237.67
19277,723,3,582,1,1,0,1,20,8,2014,7714.8133333333335
603657,764,4,498,1,0,0,0,31,10,2013,4340.366666666666
131029,999,2,951,1,1,0,0,3,12,2013,10852.865
343385,328,1,624,1,1,0,1,13,7,2015,6101.95
622777,19,2,597,1,0,0,1,7,7,2015,5300.67
208529,575,5,417,1,0,0,1,24,5,2013,3913.171666666666
118047,1105,3,399,1,0,0,0,22,4,2015,3373.0333333333333
157949,1050,1,599,1,1,0,0,16,3,2015,8603.86
605316,1076,4,0,0,1,1,0,19,6,2014,0.0
519937,143,3,582,1,1,0,1,7,1,2015,6123.655
698323,1112,1,673,1,0,0,1,28,10,2013,7457.759999999998
199566,660,1,738,1,1,0,0,2,12,2013,7745.234
436968,932,2,856,1,1,0,0,3,3,2015,9506.399
31140,272,6,348,1,0,0,0,18,10,2014,3286.065
574595,391,6,373,1,0,0,0,20,4,2013,2995.328384920635
8215,529,4,797,1,1,0,0,13,11,2014,8264.398
311759,923,3,666,1,1,0,1,20,8,2014,5568.8
640874,1106,4,577,1,1,0,1,30,7,2015,5012.102
273608,642,7,0,0,0,0,0,10,11,2013,0.0
332545,995,5,725,1,0,0,1,15,8,2014,7614.503333333334
580332,428,7,0,0,0,0,0,11,8,2013,0.0
106897,486,3,479,1,0,0,0,24,6,2015,3777.11
662654,197,5,746,1,0,0,0,27,6,2014,5564.520666666666
16203,420,6,433,1,0,0,0,31,5,2014,5150.117666666667
175479,798,5,806,1,0,0,1,25,7,2014,7438.16
386823,939,4,664,1,1,0,0,2,5,2013,7010.213333333334
546158,113,5,636,1,0,0,1,4,1,2013,6197.08
122412,428,5,570,1,1,0,1,30,8,2013,6690.58
699081,371,1,815,1,1,0,0,1,12,2014,11559.15
263224,303,2,603,1,0,0,0,14,1,2014,5156.43
169319,693,3,330,1,0,0,0,26,2,2014,3739.639880952381
130840,917,6,459,1,0,0,0,13,4,2013,4188.345166666665
97305,275,7,0,0,0,0,0,8,9,2013,0.0
532132,544,2,1856,1,0,0,0,17,9,2013,13269.34
93471,128,5,558,1,0,0,0,26,6,2015,6015.84
592664,990,6,480,1,0,0,0,13,4,2013,4935.860666666667
701136,2,1,703,1,1,0,0,16,2,2015,7034.74
160869,775,4,603,1,1,0,0,26,9,2013,8603.856666666667
449730,808,1,743,1,1,0,0,16,6,2014,9888.902666666667
212629,987,3,764,1,0,0,0,26,3,2014,5473.14
587882,227,3,511,1,0,0,0,12,6,2013,5167.15
498368,982,7,0,0,0,0,0,19,10,2014,0.0
532450,700,2,412,1,0,0,0,16,4,2013,3085.74
655774,403,4,625,1,0,0,1,14,8,2014,5715.600952380952
299948,932,4,654,1,1,0,0,18,6,2015,6430.0175
487072,179,3,946,1,1,0,1,30,7,2014,7776.88
28347,1078,6,447,1,0,0,0,9,8,2014,5347.145
249452,975,5,699,1,0,0,0,15,11,2013,6898.788333333333
102902,560,5,1381,1,0,0,0,28,3,2014,10568.385
597335,850,2,552,1,0,0,0,10,12,2013,4928.52
94865,968,6,835,1,0,0,0,4,4,2015,6577.66
435688,76,6,962,1,0,0,0,14,9,2013,8646.11
661640,975,7,0,0,0,0,0,15,2,2015,0.0
602844,820,7,0,0,0,0,0,1,12,2013,0.0
73695,992,1,830,1,0,0,0,10,6,2013,7889.24
99885,33,3,787,1,0,0,0,13,3,2013,7626.79
569363,592,1,521,1,0,0,1,11,8,2014,3941.135
282257,726,6,623,1,0,0,0,31,1,2015,6307.54
399236,930,6,1384,1,0,0,0,6,6,2015,7798.66
86229,991,1,555,1,1,0,0,26,1,2015,6046.895
36529,639,6,347,1,0,0,0,2,5,2015,3405.6608333333334
608943,1100,2,802,1,1,0,0,2,6,2015,7110.511333333332
387723,305,6,486,1,0,0,0,17,8,2013,4235.8775
519613,400,7,0,0,0,0,0,21,4,2013,0.0
444649,122,1,1173,1,1,0,0,15,6,2015,11138.35
233245,466,5,0,0,1,1,1,29,3,2013,0.0
664313,281,1,571,1,1,0,0,17,6,2013,6779.85
707548,792,5,801,1,1,0,0,7,3,2014,8754.84
596701,972,5,505,1,1,0,0,19,12,2014,4434.1525
255933,262,5,3989,1,1,0,1,20,12,2013,26930.61
495491,905,1,1309,1,0,0,1,29,12,2014,10000.642
398446,890,6,393,1,0,0,0,9,3,2013,4284.56
102537,854,3,590,1,0,0,0,9,4,2014,4959.328333333334
410190,696,3,575,1,0,0,1,31,12,2014,5031.2
373349,534,5,587,1,0,0,0,4,10,2013,5526.69
341096,402,1,725,1,1,0,1,3,2,2014,7981.600333333333
471754,116,7,0,0,0,0,0,25,8,2013,0.0
59466,356,3,344,1,0,0,0,13,11,2013,4156.52
205712,912,6,907,1,0,0,0,8,11,2014,7414.29
214382,313,4,675,1,0,0,0,13,2,2014,6109.08
659779,521,5,511,1,1,0,0,20,2,2015,6276.39
272830,1086,5,1161,1,0,0,0,4,10,2013,10783.913999999999
210952,632,2,719,1,0,0,1,23,7,2013,5243.36
407998,271,6,185,1,0,0,0,23,2,2013,1898.0540476190474
8897,180,4,882,1,1,0,1,5,3,2015,7971.638999999999
487622,601,2,318,1,0,0,0,28,1,2014,3716.937
95683,979,6,598,1,0,0,0,15,11,2014,5199.618333333333
9811,296,3,720,1,0,0,0,13,11,2013,5760.33
368844,432,7,0,0,0,0,0,20,10,2013,0.0
252301,79,6,466,1,0,0,0,4,1,2014,4585.740738095238
645091,400,4,1186,1,1,0,0,26,9,2013,9230.6
502681,577,4,616,1,0,0,0,10,4,2014,5145.59
304792,72,4,397,1,0,0,1,28,5,2015,3196.0289047619053
705178,401,2,281,1,0,0,1,31,12,2013,2661.95
224268,872,5,995,1,1,0,0,23,5,2014,11064.57
322814,69,7,0,0,0,0,0,12,4,2015,0.0
50399,528,2,952,1,1,0,0,21,1,2014,11493.51
119985,12,4,780,1,0,0,0,25,6,2015,5658.4535
497894,71,1,923,1,1,0,0,4,11,2013,12558.9125
42897,497,4,1108,1,0,0,1,8,8,2013,8220.114
66020,72,6,260,1,0,0,0,17,5,2014,2122.091666666666
311528,340,1,917,1,1,0,1,5,1,2015,10049.18
677949,902,1,0,0,0,1,1,6,4,2015,0.0
240102,845,7,0,0,0,0,0,27,4,2014,0.0
140290,93,3,533,1,0,0,0,16,1,2013,5249.1033333333335
672650,506,4,732,1,0,0,0,16,1,2014,6018.887666666666
696424,9,2,715,1,1,0,0,3,2,2015,8460.91
672562,198,6,110,1,0,0,0,30,8,2014,833.7757023809521
425502,528,5,1294,1,1,0,0,20,6,2014,14714.68
556609,445,4,1032,1,1,0,0,7,11,2013,7631.760416666666
706014,508,1,721,1,1,0,0,13,5,2013,7935.21
469218,398,4,711,1,1,0,0,2,10,2014,6812.39
232429,505,1,533,1,0,0,0,21,7,2014,3690.52
330172,4,3,1061,1,0,0,0,12,6,2013,6819.12
303099,727,6,320,1,0,0,0,2,2,2013,3224.332380952381
598570,459,4,1176,1,1,0,0,23,1,2014,10215.583333333334
46235,534,3,409,1,0,0,0,26,2,2014,5176.23
511133,656,7,0,0,0,0,1,14,7,2013,0.0
656537,997,2,310,1,0,0,0,17,9,2013,3098.72
53014,729,2,1144,1,0,0,0,9,12,2014,9696.64
561846,806,2,574,1,1,0,1,17,6,2014,7793.16
437174,496,2,937,1,1,0,0,9,4,2013,9010.73
167895,1064,1,992,1,0,0,0,13,1,2014,7871.848333333333
209818,727,1,623,1,1,0,0,18,5,2015,7425.334333333332
226147,479,4,1310,1,1,0,0,16,4,2015,11089.48
131257,973,7,0,0,0,0,0,31,5,2015,0.0
300439,614,3,1005,1,1,0,0,18,3,2015,8009.38
94522,475,2,1051,1,1,0,0,3,2,2015,7596.842
14725,650,3,712,1,1,0,1,11,9,2013,7563.96
98020,927,2,1061,1,1,0,0,14,4,2015,8543.131666666666
58380,231,7,0,0,0,0,0,26,1,2014,0.0
544832,422,5,494,1,1,0,0,8,5,2015,5168.54
448372,289,4,524,1,1,0,0,19,2,2015,6273.266
196606,162,2,576,1,1,0,0,10,9,2013,8910.19
595379,1054,5,724,1,0,0,0,29,11,2013,5885.334
647888,539,2,1224,1,1,0,0,5,2,2013,12564.78
44181,459,7,0,0,0,0,0,23,11,2014,0.0
358304,404,5,512,1,0,0,0,26,6,2015,4745.43
529091,613,2,1067,1,1,0,1,19,2,2013,7865.64
132084,704,4,1134,1,1,0,0,7,3,2013,11092.1
471632,959,5,0,0,1,1,0,1,5,2015,0.0
93450,365,7,0,0,0,0,0,29,12,2013,0.0
273721,811,4,638,1,1,0,0,7,11,2013,3787.7725
642346,968,3,823,1,1,0,1,18,2,2015,6426.403333333333
501216,525,1,1176,1,1,0,0,12,8,2013,13967.82
163859,529,1,818,1,0,0,0,9,12,2013,7498.75
65299,739,1,599,1,0,0,1,11,2,2013,6596.723333333333
504363,330,3,385,1,0,0,0,25,3,2015,3332.48
16792,453,1,655,1,0,0,0,25,2,2013,5013.42
404744,51,4,744,1,1,0,1,17,4,2014,11567.35
102261,981,7,0,0,0,0,0,7,12,2014,0.0
507544,724,5,619,1,0,0,1,25,7,2014,5577.683666666667
323400,1055,1,1117,1,1,0,0,17,3,2014,9720.41
113688,565,2,1182,1,1,0,0,17,12,2013,10266.36
238941,1050,4,507,1,1,0,0,5,2,2015,7369.523666666667
395848,577,5,486,1,0,0,1,17,10,2014,4013.0209999999997
310296,948,3,1523,1,1,0,1,20,8,2014,5412.47
190272,173,3,957,1,1,0,1,29,7,2015,7910.88
76542,897,1,287,1,0,0,0,7,7,2014,2507.491
344899,631,1,888,1,1,0,0,1,12,2014,8363.129
161318,721,6,956,1,0,0,0,2,5,2015,10264.27
66987,553,4,489,1,0,0,0,22,1,2015,4886.606666666666
659241,1022,2,720,1,0,0,0,8,4,2014,5836.753333333332
82164,1079,7,0,0,0,0,0,23,11,2014,0.0
128066,914,6,1081,1,0,0,0,4,4,2015,9282.896666666666
683029,737,4,1232,1,1,0,0,18,12,2014,10298.35
560419,692,3,650,1,0,0,0,27,8,2014,4948.68
34693,207,5,1245,1,1,0,1,11,10,2013,11098.46
608419,408,3,381,1,0,0,0,25,6,2014,3598.06
622737,113,7,0,0,0,0,0,3,3,2013,0.0
573468,731,6,881,1,0,0,0,11,5,2013,7484.99
456009,894,7,0,0,0,0,0,18,8,2013,0.0
235972,677,2,732,1,1,0,0,3,12,2013,9358.415
502748,791,5,882,1,1,0,0,7,3,2014,8447.99
451396,811,1,587,1,0,0,0,19,1,2015,3435.5
426728,882,4,706,1,0,0,0,23,4,2015,5264.72
500252,837,7,0,0,0,0,0,19,4,2015,0.0
131440,143,1,873,1,1,0,0,3,2,2014,10229.854333333333
707847,1073,1,1434,1,0,0,1,23,12,2013,14064.91
15588,1084,6,748,1,0,0,0,12,4,2014,5277.523333333333
286441,127,1,856,1,1,0,0,13,4,2015,9132.23
327123,543,6,163,1,0,0,0,13,4,2013,1616.558488095238
306090,388,4,982,1,0,0,1,25,7,2013,7955.161
186204,24,2,867,1,1,0,0,9,4,2013,10469.46
494648,499,5,544,1,0,0,0,12,7,2013,5063.495
460018,838,7,0,0,0,0,0,5,5,2013,0.0
658349,496,1,1062,1,1,0,0,1,12,2014,10322.64
189093,930,2,839,1,0,0,0,25,2,2014,4623.45
487410,433,4,716,1,0,0,0,31,10,2013,6168.115
474791,1100,7,0,0,0,0,0,30,3,2014,0.0
423511,141,6,544,1,0,0,0,18,4,2015,5017.8305
419176,654,3,757,1,1,0,0,28,8,2013,7682.46
618745,833,5,466,1,0,0,0,10,7,2015,4540.120047619048
585354,522,5,668,1,1,0,0,8,5,2015,8417.776
586787,387,6,919,1,0,0,0,13,7,2013,6531.1925
220626,721,6,743,1,0,0,0,20,6,2015,7352.95
412520,831,4,1396,1,0,0,0,23,4,2015,9812.382738095239
652079,1062,1,784,1,1,0,0,4,5,2015,9594.34
117817,369,3,513,1,1,0,1,23,10,2013,6364.551666666666
427101,335,6,1574,1,0,0,0,21,6,2014,7778.26
450677,111,6,596,1,0,0,0,25,7,2015,6364.5865
248961,249,1,508,1,0,0,0,27,10,2014,4506.44
36799,205,2,657,1,0,0,0,23,6,2015,4681.13
191732,338,6,568,1,0,0,0,28,6,2014,6190.298333333332
33141,541,3,694,1,0,0,0,14,5,2014,5005.3995
45795,320,1,2610,1,1,0,0,3,3,2014,21303.75
371962,757,3,509,1,0,0,0,19,11,2014,5367.92
644689,555,7,0,0,0,0,0,24,2,2013,0.0
582667,468,1,685,1,0,0,0,6,5,2013,5416.898333333333
501383,1034,6,237,1,0,0,0,2,2,2013,2231.9633333333336
52387,773,3,780,1,1,0,0,11,9,2013,5677.58
512777,495,7,0,0,0,0,0,19,5,2013,0.0
262004,722,7,0,0,0,0,0,2,6,2013,0.0
145882,620,1,771,1,1,0,0,29,4,2013,8679.124
420333,294,1,780,1,0,0,0,27,1,2014,5087.6
275901,1089,7,0,0,0,0,0,25,1,2015,0.0
115878,991,1,616,1,1,0,1,26,8,2013,6765.697261904762
368720,338,7,0,0,0,0,0,12,1,2014,0.0
108862,1036,6,495,1,0,0,0,24,5,2014,5010.1175
309118,559,2,789,1,0,0,0,9,7,2013,5887.3
196954,159,3,534,1,0,0,0,22,4,2015,5298.97
22027,321,3,509,1,0,0,1,13,2,2013,4687.74
581479,563,3,429,1,0,0,1,22,7,2015,3485.09
456284,133,1,984,1,1,0,0,21,1,2013,9589.893333333333
9881,91,5,739,1,1,0,0,22,11,2013,7096.13
330756,337,1,432,1,1,0,0,29,6,2015,6251.530833333332
375695,69,1,1585,1,1,0,0,2,12,2013,14126.36
203956,912,4,614,1,0,0,1,24,7,2014,4307.64
362213,332,3,603,1,1,0,0,29,4,2015,4887.653333333334
71734,202,5,514,1,0,0,0,17,10,2014,6036.8725
272988,33,1,812,1,0,0,0,8,12,2014,7136.85
416312,116,4,775,1,1,0,0,19,2,2015,7193.150285714288
592454,415,2,394,1,0,0,1,6,8,2013,4486.982
83273,990,4,588,1,1,0,0,18,9,2014,6600.838166666667
250460,751,3,547,1,0,0,0,12,2,2014,3505.41
681452,803,1,541,1,1,0,0,17,2,2014,6945.137222222223
162113,321,1,668,1,1,0,0,1,12,2014,7609.455
233228,819,3,404,1,0,0,1,22,7,2015,4347.28
64915,710,5,368,1,0,0,1,3,1,2014,4471.931666666667
134370,991,3,496,1,1,0,0,6,11,2013,5224.501666666666
156599,1006,5,832,1,0,0,0,21,11,2014,5675.966666666667
94261,307,3,165,1,0,0,1,31,12,2014,1475.99
29432,972,7,0,0,0,0,0,2,11,2014,0.0
339523,64,6,962,1,0,0,0,30,5,2015,11285.480999999998
60668,771,5,891,1,1,0,1,16,8,2013,8541.32
145937,682,1,1468,1,0,0,1,11,8,2014,8765.5
608937,335,1,2630,1,0,0,0,28,1,2013,12383.32
369759,440,2,520,1,0,0,0,10,2,2015,4200.1955
466566,69,1,1255,1,1,0,0,18,5,2015,11314.14
558220,603,3,1074,1,1,0,0,8,1,2014,8116.105
310006,733,4,4036,1,1,0,0,3,7,2014,18810.81
17169,734,3,469,1,0,0,0,22,4,2015,4156.553583333333
313352,95,1,1226,1,1,0,0,8,4,2013,12019.437222222221
52881,1085,6,581,1,0,0,0,16,2,2013,5673.06
155461,812,5,838,1,1,0,0,6,2,2015,6753.5375
637867,994,5,524,1,1,0,0,5,7,2013,5480.293999999999
629641,122,7,0,0,0,0,0,3,11,2013,0.0
570786,101,1,953,1,1,0,0,9,9,2013,10092.33
98644,214,6,713,1,0,0,0,11,7,2015,8104.312500000001
640179,526,6,1210,1,0,0,0,15,3,2014,8929.94
369809,361,4,681,1,1,0,0,3,4,2014,6756.06
31016,769,5,3213,1,0,0,1,11,7,2014,10404.1
665484,1092,3,1042,1,0,0,1,22,5,2013,10296.355
573247,403,2,680,1,0,0,1,21,7,2015,6530.355500000001
573049,74,3,929,1,0,0,0,13,5,2015,6727.24
370352,572,3,539,1,1,0,1,6,8,2014,6886.61
563674,118,1,979,1,1,0,0,9,9,2013,13591.96
698792,443,6,300,1,0,0,0,23,2,2013,2456.472333333333
298120,575,7,0,0,0,0,0,7,6,2015,0.0
530,66,2,445,1,0,0,0,12,3,2013,4983.730833333333
311405,162,3,475,1,1,0,0,20,11,2013,6888.075333333333
711129,963,4,1595,1,1,0,0,19,12,2013,17366.21
296092,951,1,931,1,1,0,0,3,2,2014,10900.57
400615,266,1,692,1,1,0,0,24,11,2014,6047.33
546202,473,2,475,1,0,0,0,11,2,2014,3194.2383333333337
429982,276,4,446,1,0,0,1,12,2,2015,3225.456666666667
666686,334,2,467,1,0,0,0,29,1,2013,4248.74
565844,1045,4,1023,1,0,0,1,24,4,2014,7707.9
116077,118,4,0,0,0,1,1,25,12,2014,0.0
54415,262,2,3230,1,1,0,0,10,9,2013,20351.0065
203900,937,2,544,1,1,0,1,6,1,2015,5878.462023809524
652457,583,6,314,1,0,0,0,15,3,2014,2899.576428571429
436423,1078,1,635,1,1,0,0,17,6,2013,8179.56
330247,483,6,206,1,0,0,0,5,4,2014,1421.52
226937,537,5,632,1,0,0,0,31,1,2014,5674.3435
220575,689,7,0,0,0,0,0,8,6,2014,0.0
390209,486,3,582,1,1,0,1,27,3,2013,5252.369666666666
65895,307,6,164,1,0,0,0,16,8,2014,1331.733
111356,638,7,0,0,0,0,0,15,12,2013,0.0
502805,976,7,0,0,0,0,0,27,7,2014,0.0
449992,685,3,798,1,1,0,0,20,2,2013,9318.92
303153,337,6,378,1,0,0,0,21,6,2014,4167.4293333333335
518955,1060,3,1020,1,1,0,0,4,12,2013,9478.513333333334
670533,337,1,456,1,1,0,1,5,1,2015,6552.286666666666
591329,459,2,1244,1,1,0,0,24,9,2013,9980.535
450520,234,5,856,1,0,0,1,10,4,2015,7729.166666666668
105731,342,7,0,0,0,0,0,24,5,2015,0.0
607796,334,3,468,1,0,0,0,10,9,2014,4295.66
223296,144,1,807,1,1,0,0,4,11,2013,9329.026666666667
355663,734,1,726,1,1,0,1,14,7,2014,8796.439999999999
88604,680,2,1428,1,0,0,1,23,12,2014,10408.98
655694,240,7,0,0,0,0,0,8,12,2013,0.0
367686,356,7,0,0,0,0,0,25,8,2013,0.0
201099,296,7,0,0,0,0,0,5,10,2014,0.0
424460,616,4,820,1,0,0,1,8,8,2013,7446.24
604856,470,1,1894,1,1,0,0,24,11,2014,16111.836666666664
268081,609,2,513,1,1,0,1,3,2,2015,5034.93
82424,913,5,0,0,1,1,1,3,4,2015,0.0
649684,936,7,0,0,0,0,0,14,4,2013,0.0
407022,1000,7,0,0,0,0,0,31,3,2013,0.0
673036,663,3,423,1,0,0,1,31,12,2014,2870.36
239854,733,7,3051,1,0,0,0,4,1,2015,13658.85
514904,710,5,287,1,0,0,0,18,1,2013,3075.633333333333
101351,980,5,640,1,1,0,0,23,5,2014,7703.557666666666
242225,1065,1,482,1,0,0,0,20,4,2015,3998.914166666667
178563,914,3,960,1,0,0,0,16,1,2013,7079.36
507662,132,2,605,1,1,0,0,16,7,2013,6504.88
404754,1093,1,18,1,1,0,0,3,6,2013,93.02
654681,194,2,400,1,1,0,1,13,8,2013,4903.143333333333
278124,770,2,744,1,0,0,0,12,2,2013,6006.76
35170,32,2,827,1,1,0,0,7,1,2014,9189.26
667264,681,4,615,1,1,0,0,16,7,2015,5085.79
488962,179,3,1122,1,1,0,0,3,12,2014,9910.72
408101,187,7,0,0,0,0,0,11,5,2014,0.0
31172,70,4,718,1,1,0,0,19,2,2015,7357.84
159816,700,6,298,1,0,0,0,14,2,2015,2508.7191666666668
157495,51,7,0,0,0,0,0,28,4,2013,0.0
225282,294,3,744,1,0,0,0,10,12,2014,5222.488
197780,716,7,0,0,0,0,0,22,9,2013,0.0
139596,350,4,754,1,1,0,0,19,12,2013,9675.988000000001
572367,537,3,716,1,1,0,0,7,1,2015,6887.736
605171,486,7,0,0,0,0,0,17,3,2013,0.0
50531,335,6,1784,1,0,0,0,12,4,2014,9223.386
20189,359,1,695,1,1,0,0,18,11,2013,8321.956166666665
692751,813,2,623,1,0,0,0,20,1,2015,5571.24
520179,85,3,745,1,1,0,0,20,5,2015,6098.153
625436,978,6,699,1,0,0,0,26,1,2013,5012.534333333333
46362,161,5,0,0,1,1,0,3,10,2014,0.0
388112,1019,7,0,0,0,0,0,26,4,2015,0.0
228473,161,6,807,1,0,0,0,9,11,2013,6837.967666666666
655835,960,6,527,1,0,0,0,12,10,2013,6100.224166666668
63898,372,2,791,1,1,0,1,13,8,2013,9797.42
603426,1008,5,700,1,0,0,0,1,11,2013,4918.4742857142855
404621,967,4,0,0,1,1,0,30,5,2013,0.0
308019,1075,3,1127,1,1,0,1,16,7,2014,11974.34
244126,215,3,393,1,0,0,1,23,4,2014,4719.986666666667
245887,732,1,578,1,1,0,0,2,2,2015,6201.070976190476
250781,127,4,675,1,1,0,0,21,11,2013,5374.75
587441,981,6,598,1,0,0,0,6,6,2015,5286.727
34503,125,6,1262,1,0,0,0,10,5,2014,8812.46
179193,621,5,862,1,1,0,0,8,11,2013,6707.665666666667
257509,379,5,522,1,1,0,0,7,3,2014,4620.895
639940,306,3,403,1,0,0,1,22,5,2013,3843.76
634347,400,3,1276,1,1,0,0,5,6,2013,9639.448571428571
127092,464,2,912,1,0,0,0,14,1,2014,6601.02
166078,810,3,411,1,0,0,0,4,9,2013,4618.095
33056,571,4,534,1,1,0,0,7,3,2013,6568.678333333333
446261,492,6,909,1,0,0,0,24,8,2013,6398.201666666666
330068,87,3,677,1,1,0,1,22,10,2014,6080.662611111112
59564,203,4,1085,1,1,0,1,17,4,2014,8774.46
399728,655,3,450,1,0,0,0,18,9,2013,4673.78
247806,930,3,1220,1,1,0,0,29,4,2015,8453.13
522713,827,1,1622,1,1,0,0,17,6,2013,15574.26
